ID,Name,cluster
2291003,6
2291005,6
2291006,6
2291007,6
2291008,6
2291009,6
2291011,6
2291013,6
2291014,6
2291015,6
2291016,6
2291017,6
2291018,6
2291019,6
2291020,6
2291021,6
2291022,6
2291023,6
2291024,6
2291025,6
2291027,6
2291028,6
2291029,6
2291030,6
2291031,6
2291033,6
2290916,6
2290924,6
2291302,6
2291303,6
2291317,6
2290705,6
2290706,6
2290708,6
2290715,6
2290716,6
2290808,6
2290809,6
2290915,6
2290917,6
2291102,6
2291110,6
2291114,6
2291202,6
2291207,6
2291214,6
2291306,6
2280402,6
2280603,6
2280604,6
2280704,6
2280906,6
2281001,6
2281109,6
2281302,6
2281603,6
2281604,6
2281605,6
2281702,6
2260606,6
2260801,6
2261403,6
2290604,6
2290608,6
2291405,6
2291501,6
2291712,6
2292307,6
2292311,6
2292402,6
2292406,6
2290205,6
2290213,6
2290303,6
2290305,6
2290309,6
2292003,6
2130709,6
2130810,6
2300905,6
2300907,6
2301103,6
2301106,6
2301205,6
2300204,6
2300213,6
2300303,6
2300308,6
2300410,6
2300508,6
2300604,6
2300704,6
2300707,6
2310106,6
2310606,6
2310608,6
2310801,6
2310810,6
2311002,6
2120628,6
2121309,6
2120736,6
2320106,6
2320108,6
2320201,6
2320302,6
2321808,6
2321904,6
2321906,6
2322003,6
2322109,6
2320501,6
2150807,6
2151303,6
2151414,6
2151504,6
2151506,6
2151508,6
2151604,6
2150111,6
2150306,6
2150405,6
2150703,6
2150708,6
2330204,6
2330505,6
2330506,6
2330605,6
2330808,6
2331702,6
2331903,6
2140411,6
2140501,6
2140904,6
2140908,6
2141305,6
2160409,6
2160211,6
2161308,6
2161403,6
2351803,6
2351805,6
2352006,6
2351509,6
2352308,6
2352405,6
2352606,6
2352701,6
2350603,6
2350604,6
2350710,6
2350803,6
2350806,6
2350902,6
2350307,6
2381212,6
2381306,6
2380905,6
2380909,6
2252104,6
2252105,6
2250607,6
2250703,6
2250104,6
2250211,6
2250707,6
2250803,6
2250809,6
2361605,6
2361705,6
2361803,6
2362013,6
2362201,6
2360704,6
2361306,6
2361407,6
2360201,6
2360210,6
2360301,6
2360808,6
2360809,6
2361001,6
2240903,6
2240910,6
2240206,6
2240212,6
2170904,6
2170906,6
2171011,6
2171101,6
2171111,6
2190507,6
2191010,6
2191503,6
2191710,6
2271706,6
2271807,6
2271903,6
2271908,6
2272005,6
2272902,6
2272908,6
2273413,6
2270405,6
2270509,6
2270607,6
2272305,6
2272509,6
2272510,6
2272604,6
2272608,6
2272614,6
2230205,6
2230401,6
2230402,6
2230407,6
2231115,6
2231201,6
2231207,6
2231209,6
2231708,6
2230609,6
2230912,6
2260102,6
2260104,6
2260406,6
2260410,6
2260510,6
2261801,6
2261909,6
2371908,6
2371911,6
2371916,6
2370103,6
2370108,6
2371002,6
2371206,6
2341715,6
2341723,6
2340107,6
2341603,6
2220208,6
2220902,6
2220903,6
2221003,6
2210802,6
2210915,6
2211003,6
2211620,6
2210213,6
2210303,6
2212316,6
2111611,6
2112804,6
2112806,6
2111308,6
2110702,6
2110708,6
2110803,6
2110804,6
2110805,6
2110814,6
2110301,6
2110308,6
2110407,6
2110906,6
2111005,6
2112504,6
2112505,6
2112512,6
2111413,6
2111709,6
2111710,6
2111801,6
2112403,6
2081502,6
2081505,6
2081507,6
2081508,6
2081509,6
2081510,6
2081511,6
2081512,6
2081513,6
2081704,6
2081713,6
2081803,6
2080608,6
2080615,6
2080616,6
2080704,6
2080705,6
2080711,6
2081011,6
2081204,6
2082204,6
2071402,6
2071502,6
2071503,6
2071504,6
2071505,6
2071509,6
2071705,6
2071010,6
2071606,6
2070514,6
2070605,6
2070610,6
2071011,6
2021202,6
2021203,6
2021216,6
2021411,6
2021504,6
2021604,6
2021605,6
2021606,6
2021609,6
2021610,6
2021701,6
2021703,6
2021801,6
2021802,6
2021803,6
2021805,6
2021809,6
2021311,6
2020411,6
2021111,6
2021112,6
2181607,6
2181705,6
2181707,6
2181710,6
2181112,6
2181403,6
2181404,6
2181902,6
2181912,6
2182002,6
2182005,6
2182007,6
2182008,6
