"OBJECTID","stop_id","stop_name","stop_desc","bin_3","bin_6","bin_9","bin_12","bin_15","bin_18","bin_21","bin_24","bin_27","bin_30","bin_33","bin_36","bin_39","bin_42","bin_45","bin_48","sum_trips","bin_3_perc","bin_6_perc","bin_9_perc","bin_12_perc","bin_15_perc","bin_18_perc","bin_21_perc","bin_24_perc","bin_27_perc","bin_30_perc","bin_33_perc","bin_36_perc","bin_39_perc","bin_42_perc","bin_45_perc","bin_48_perc"
313,"9131","Opp Trader's Hotel","",3,24,48,49,41,48,23,19,6,3,1,0,0,0,0,0,265,0.011320,0.090566,0.181132,0.184905,0.154716,0.181132,0.086792,0.071698,0.022641,0.011320,0.003773,0.000000,0.000000,0.000000,0.000000,0.000000
314,"9139","Aft Cuscaden Rd","",0,2,0,2,2,4,1,0,1,0,0,0,0,0,0,0,12,0.000000,0.166666,0.000000,0.166666,0.166666,0.333333,0.083333,0.000000,0.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
315,"9141","British Council","",1,8,22,13,15,16,15,5,8,1,0,0,0,0,0,0,104,0.009615,0.076923,0.211538,0.125000,0.144230,0.153846,0.144230,0.048076,0.076923,0.009615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
316,"9149","Opp British Council","",0,6,7,6,8,10,9,3,0,0,0,0,0,0,0,0,49,0.000000,0.122448,0.142857,0.122448,0.163265,0.204081,0.183673,0.061224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
317,"9159","Aft Tomlinson Rd","",0,10,5,9,22,22,14,1,0,1,0,0,0,0,0,0,84,0.000000,0.119047,0.059523,0.107142,0.261904,0.261904,0.166666,0.011904,0.000000,0.011904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
318,"9169","Delfi Orchard","",0,18,20,22,29,28,12,2,1,0,0,1,0,0,0,0,133,0.000000,0.135338,0.150375,0.165413,0.218045,0.210526,0.090225,0.015037,0.007518,0.000000,0.000000,0.007518,0.000000,0.000000,0.000000,0.000000
319,"9179","Royal Thai Embassy","",0,9,16,13,9,18,10,2,2,1,0,0,0,0,0,0,80,0.000000,0.112499,0.200000,0.162499,0.112499,0.224999,0.125000,0.025000,0.025000,0.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
320,"9191","The Regent S'pore","",1,11,9,20,14,20,6,7,5,0,0,1,0,0,0,0,94,0.010638,0.117021,0.095744,0.212765,0.148936,0.212765,0.063829,0.074468,0.053191,0.000000,0.000000,0.010638,0.000000,0.000000,0.000000,0.000000
321,"9212","Royal Plaza On Scotts","",4,21,8,5,6,5,0,1,1,0,0,0,0,0,0,0,51,0.078431,0.411764,0.156862,0.098039,0.117647,0.098039,0.000000,0.019607,0.019607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
322,"9213","Thong Teck Bldg","",0,8,8,2,0,4,3,0,0,0,0,0,0,0,0,0,25,0.000000,0.319999,0.319999,0.079999,0.000000,0.159999,0.119999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
323,"9219","Far East Plaza","",1,26,29,17,24,47,13,13,5,1,0,0,0,0,0,0,176,0.005681,0.147727,0.164772,0.096590,0.136363,0.267045,0.073863,0.073863,0.028409,0.005681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
324,"10009","Bt Merah Int","",7,14,18,42,69,96,71,47,40,20,5,0,0,0,0,0,429,0.016317,0.032634,0.041958,0.097902,0.160839,0.223776,0.165501,0.109557,0.093240,0.046620,0.011655,0.000000,0.000000,0.000000,0.000000,0.000000
325,"10011","Opp New Bridge Rd Ter","",0,0,2,0,3,4,1,1,0,0,0,0,0,0,0,0,11,0.000000,0.000000,0.181818,0.000000,0.272727,0.363636,0.090909,0.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
326,"10018","Bef Outram Rd","",1,11,4,2,1,1,2,2,0,0,0,0,0,0,0,0,24,0.041666,0.458333,0.166666,0.083333,0.041666,0.041666,0.083333,0.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
327,"10021","Blk 3","",0,0,2,2,1,0,1,0,2,1,0,0,0,0,0,0,9,0.000000,0.000000,0.222222,0.222222,0.111111,0.000000,0.111111,0.000000,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
328,"10039","Bef Hosp Dr","",1,4,1,2,0,1,0,0,1,1,0,0,0,0,0,0,11,0.090909,0.363636,0.090909,0.181818,0.000000,0.090909,0.000000,0.000000,0.090909,0.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
329,"10041","Aft Blair Rd","",1,1,1,4,7,5,3,8,1,2,2,0,0,0,0,0,35,0.028571,0.028571,0.028571,0.114285,0.200000,0.142857,0.085714,0.228571,0.028571,0.057142,0.057142,0.000000,0.000000,0.000000,0.000000,0.000000
330,"10049","Aft Jln Bt Merah","",2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,9,0.222222,0.222222,0.000000,0.111111,0.111111,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111
331,"10051","Blk 149","",2,1,2,3,3,2,2,1,1,0,0,0,0,0,0,0,17,0.117647,0.058823,0.117647,0.176470,0.176470,0.117647,0.117647,0.058823,0.058823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
332,"10059","Opp Blk 149","",0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0.000000,0.428571,0.142857,0.142857,0.142857,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
333,"10061","Blk 140","",1,2,1,3,3,0,1,0,0,0,1,0,0,0,0,0,12,0.083333,0.166666,0.083333,0.250000,0.250000,0.000000,0.083333,0.000000,0.000000,0.000000,0.083333,0.000000,0.000000,0.000000,0.000000,0.000000
334,"10069","Opp Blk 140","",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0.000000,0.000000,0.800000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
335,"10071","Blk 111","",1,3,2,1,3,4,2,0,1,0,0,0,0,0,0,0,17,0.058823,0.176470,0.117647,0.058823,0.176470,0.235294,0.117647,0.000000,0.058823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
336,"10079","Blk 201","",3,4,1,1,6,1,0,0,0,1,0,0,0,0,0,0,17,0.176470,0.235294,0.058823,0.058823,0.352941,0.058823,0.000000,0.000000,0.000000,0.058823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
337,"10081","Opp Blk 120","",7,9,31,47,78,112,90,50,40,25,10,0,0,0,0,0,499,0.014028,0.018036,0.062124,0.094188,0.156312,0.224448,0.180360,0.100200,0.080160,0.050100,0.020040,0.000000,0.000000,0.000000,0.000000,0.000000
338,"10089","Blk 119","",3,3,7,1,7,7,3,1,3,2,0,0,0,0,0,0,37,0.081081,0.081081,0.189189,0.027027,0.189189,0.189189,0.081081,0.027027,0.081081,0.054054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
339,"10091","Bt Merah Town Ctr","",4,1,22,15,21,27,38,11,4,1,0,0,0,0,0,0,144,0.027777,0.006944,0.152777,0.104166,0.145833,0.187500,0.263888,0.076388,0.027777,0.006944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
340,"10099","Opp Bt Merah Town Ctr","",1,9,15,18,23,13,9,2,0,2,0,0,0,0,0,0,92,0.010869,0.097826,0.163043,0.195652,0.250000,0.141304,0.097826,0.021739,0.000000,0.021739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
341,"10101","Spring S'pore Bldg","",21,9,15,19,38,22,26,14,4,0,0,0,0,0,0,0,168,0.125000,0.053571,0.089285,0.113095,0.226190,0.130952,0.154761,0.083333,0.023809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
342,"10109","Opp Spring S'pore Bldg","",0,2,5,7,14,15,2,4,2,4,1,0,0,0,0,0,56,0.000000,0.035714,0.089285,0.125000,0.250000,0.267857,0.035714,0.071428,0.035714,0.071428,0.017857,0.000000,0.000000,0.000000,0.000000,0.000000
343,"10111","Opp Blk 28","",29,14,6,29,26,33,52,20,10,1,0,0,0,0,0,0,220,0.131818,0.063636,0.027272,0.131818,0.118181,0.150000,0.236363,0.090909,0.045454,0.004545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
344,"10119","Opp Pacific Tech Ctr","",4,13,21,44,99,93,45,22,22,23,19,0,0,0,0,0,405,0.009876,0.032098,0.051851,0.108641,0.244444,0.229629,0.111111,0.054320,0.054320,0.056790,0.046913,0.000000,0.000000,0.000000,0.000000,0.000000
345,"10131","Opp Blk 2","",3,3,1,6,7,2,5,0,2,0,0,0,0,0,0,0,29,0.103448,0.103448,0.034482,0.206896,0.241379,0.068965,0.172413,0.000000,0.068965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
346,"10139","Blk 1","",2,20,28,52,117,106,53,26,28,33,6,0,0,0,0,0,471,0.004246,0.042462,0.059447,0.110403,0.248407,0.225053,0.112526,0.055201,0.059447,0.070063,0.012738,0.000000,0.000000,0.000000,0.000000,0.000000
347,"10141","Blk 18","",6,4,4,7,2,6,0,0,0,0,0,0,0,0,0,0,29,0.206896,0.137931,0.137931,0.241379,0.068965,0.206896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
348,"10149","Blk 1","",9,22,12,16,52,82,62,15,16,8,0,0,0,0,0,0,294,0.030612,0.074829,0.040816,0.054421,0.176870,0.278911,0.210884,0.051020,0.054421,0.027210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
349,"10151","Ctrl Green Condo","",1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.166666,0.333333,0.166666,0.166666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166666,0.000000,0.000000,0.000000,0.000000,0.000000
350,"10161","Opp Tiong Bahru Plaza","",9,3,2,1,1,6,2,0,0,0,0,0,1,0,0,0,25,0.360000,0.119999,0.079999,0.039999,0.039999,0.239999,0.079999,0.000000,0.000000,0.000000,0.000000,0.000000,0.039999,0.000000,0.000000,0.000000
351,"10169","Tiong Bahru Plaza","",11,25,6,4,5,9,4,2,3,0,0,0,0,0,0,0,69,0.159420,0.362318,0.086956,0.057971,0.072463,0.130434,0.057971,0.028985,0.043478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
352,"10171","Henderson Pk","",0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0.000000,0.142857,0.428571,0.285714,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
353,"10179","Tiong Bahru Pk","",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
354,"10181","Bef Al-Rabitah Mque","",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
355,"10189","Blk 104A CP","",0,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,12,0.000000,0.250000,0.083333,0.083333,0.250000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
356,"10191","Blk 78","",3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.500000,0.333333,0.000000,0.000000,0.166666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
357,"10199","Delta Swim Cplx","",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0.000000,0.000000,0.000000,0.333333,0.000000,0.333333,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
358,"10201","Opp Redhill Stn","",3,4,0,1,3,0,0,0,0,0,0,1,0,0,0,0,12,0.250000,0.333333,0.000000,0.083333,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.083333,0.000000,0.000000,0.000000,0.000000
359,"10209","Redhill Stn","",2,4,2,1,0,3,2,3,2,0,0,0,0,0,0,0,19,0.105263,0.210526,0.105263,0.052631,0.000000,0.157894,0.105263,0.157894,0.105263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
360,"10211","Porsche Ctr S'pore","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
361,"10219","Opp Motor Image Enterprises","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
362,"10221","Ganges Ctr","",0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,7,0.000000,0.142857,0.428571,0.142857,0.000000,0.142857,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
363,"10229","Opp Harvest Mans","",0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0.000000,0.428571,0.142857,0.000000,0.285714,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
364,"10231","Opp Blk 79","",0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,7,0.000000,0.142857,0.285714,0.000000,0.285714,0.285714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
365,"10239","Blk 79","",0,0,3,1,3,1,0,1,1,0,0,0,0,0,0,0,10,0.000000,0.000000,0.300000,0.100000,0.300000,0.100000,0.000000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
366,"10241","Gan Eng Seng Sec Sch","",1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0.250000,0.000000,0.000000,0.000000,0.000000,0.250000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
367,"10249","Opp Gan Eng Seng Sec Sch","",1,4,5,1,8,5,6,2,3,1,0,0,0,0,0,0,36,0.027777,0.111111,0.138888,0.027777,0.222222,0.138888,0.166666,0.055555,0.083333,0.027777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
368,"10261","Delta Sports Hall","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
369,"10269","Opp Delta Sports Hall","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370,"10279","Tanglin View","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
371,"10281","SIS Bldg","",0,7,12,8,20,14,10,12,3,1,0,0,0,0,0,0,87,0.000000,0.080459,0.137931,0.091954,0.229885,0.160919,0.114942,0.137931,0.034482,0.011494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
372,"10289","Opp SIS Bldg","",4,6,3,2,2,5,0,0,1,0,0,0,0,0,0,0,23,0.173913,0.260869,0.130434,0.086956,0.086956,0.217391,0.000000,0.000000,0.043478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
373,"10291","Aft SM Motors Ctr","",4,3,5,14,16,10,25,7,4,3,0,0,0,0,0,0,91,0.043956,0.032967,0.054945,0.153846,0.175824,0.109890,0.274725,0.076923,0.043956,0.032967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
374,"10299","Opp SM Motors Ctr","",6,10,11,11,19,13,8,2,5,2,0,0,0,0,0,0,87,0.068965,0.114942,0.126436,0.126436,0.218390,0.149425,0.091954,0.022988,0.057471,0.022988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
375,"10301","Opp Blk 108","",0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,6,0.000000,0.000000,0.000000,0.666666,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
376,"10309","Blk 118","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
377,"10311","Opp Queenstown Sec Sch","",1,5,3,6,3,1,1,0,0,0,0,0,0,0,0,0,20,0.050000,0.250000,0.150000,0.300000,0.150000,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
378,"10319","Queenstown Sec Sch","",4,2,0,2,2,3,0,1,0,0,0,0,0,0,0,0,14,0.285714,0.142857,0.000000,0.142857,0.142857,0.214285,0.000000,0.071428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
379,"10321","Aft Margaret Dr","",0,5,3,6,4,4,7,0,6,4,0,0,0,0,0,0,39,0.000000,0.128205,0.076923,0.153846,0.102564,0.102564,0.179487,0.000000,0.153846,0.102564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
380,"10329","Crescent Girls' Sch","",0,1,6,10,10,14,8,2,2,0,0,0,0,0,0,0,53,0.000000,0.018867,0.113207,0.188679,0.188679,0.264150,0.150943,0.037735,0.037735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
381,"10331","Bef Bt Merah Ctrl","",2,0,1,5,6,9,8,13,1,0,0,0,0,0,0,0,45,0.044444,0.000000,0.022222,0.111111,0.133333,0.200000,0.177777,0.288888,0.022222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
382,"10339","Aft Bt Merah Ctrl","",2,6,13,9,35,66,58,18,16,21,2,0,0,0,0,0,246,0.008130,0.024390,0.052845,0.036585,0.142276,0.268292,0.235772,0.073170,0.065040,0.085365,0.008130,0.000000,0.000000,0.000000,0.000000,0.000000
383,"10341","Henderson Pr Sch","",5,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,11,0.454545,0.090909,0.000000,0.000000,0.090909,0.181818,0.000000,0.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
384,"10349","Blk 116","",18,9,24,58,79,66,38,40,27,16,1,0,0,0,0,0,376,0.047872,0.023936,0.063829,0.154255,0.210106,0.175531,0.101063,0.106382,0.071808,0.042553,0.002659,0.000000,0.000000,0.000000,0.000000,0.000000
385,"10351","Blk 96","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.500000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
386,"10359","Bet Blks 110/113","",0,0,2,4,2,2,3,1,3,0,0,0,0,0,0,0,17,0.000000,0.000000,0.117647,0.235294,0.117647,0.117647,0.176470,0.058823,0.176470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
387,"10361","Cendex Ctr","",2,1,3,7,8,17,14,20,0,0,0,0,0,0,0,0,72,0.027777,0.013888,0.041666,0.097222,0.111111,0.236111,0.194444,0.277777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
388,"10369","Opp Cendex Ctr","",3,12,31,26,55,115,75,46,39,25,1,0,0,0,0,0,428,0.007009,0.028037,0.072429,0.060747,0.128504,0.268691,0.175233,0.107476,0.091121,0.058411,0.002336,0.000000,0.000000,0.000000,0.000000,0.000000
389,"10371","Blk 129","",4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0.571428,0.285714,0.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
390,"10379","Blk 24","",1,3,11,9,5,9,9,8,1,1,1,0,0,0,0,0,58,0.017241,0.051724,0.189655,0.155172,0.086206,0.155172,0.155172,0.137931,0.017241,0.017241,0.017241,0.000000,0.000000,0.000000,0.000000,0.000000
391,"10381","Opp Blk 48","",4,3,3,0,2,2,0,3,0,2,0,0,0,0,0,0,19,0.210526,0.157894,0.157894,0.000000,0.105263,0.105263,0.000000,0.157894,0.000000,0.105263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
392,"10389","Blk 48","",0,1,1,5,0,1,3,0,0,0,0,0,0,0,0,0,11,0.000000,0.090909,0.090909,0.454545,0.000000,0.090909,0.272727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
393,"10391","Opp Melati Blk 2","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394,"10399","Melati Blk 2","",0,3,4,0,1,2,2,3,0,3,1,0,0,0,0,0,19,0.000000,0.157894,0.210526,0.000000,0.052631,0.105263,0.105263,0.157894,0.000000,0.157894,0.052631,0.000000,0.000000,0.000000,0.000000,0.000000
395,"10409","Blk 50","",0,1,0,3,2,2,3,1,1,0,0,0,0,0,0,0,13,0.000000,0.076923,0.000000,0.230769,0.153846,0.153846,0.230769,0.076923,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
396,"10419","Blk 52","",0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
397,"10421","Blk 63B","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0.250000,0.000000,0.250000,0.250000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
398,"10429","Blk 54","",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0.285714,0.285714,0.142857,0.142857,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
399,"10431","Bt Merah Skills Dev Ctr","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
400,"10439","Blk 55","",5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.555555,0.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
401,"10441","Opp Blk 44","",0,2,1,2,6,3,13,4,10,4,0,0,0,0,0,0,45,0.000000,0.044444,0.022222,0.044444,0.133333,0.066666,0.288888,0.088888,0.222222,0.088888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
402,"10449","Blk 44","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
403,"10459","Blk 72","",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
404,"10481","Opp Blk 73","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
405,"10501","Blk 104","",1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0.200000,0.200000,0.200000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
406,"10519","Blk 4","",1,6,17,16,10,13,3,5,1,0,1,0,0,0,0,0,73,0.013698,0.082191,0.232876,0.219178,0.136986,0.178082,0.041095,0.068493,0.013698,0.000000,0.013698,0.000000,0.000000,0.000000,0.000000,0.000000
407,"10589","New Bridge Rd Ter","",0,2,2,2,9,3,4,4,0,3,0,0,0,0,0,0,29,0.000000,0.068965,0.068965,0.068965,0.310344,0.103448,0.137931,0.137931,0.000000,0.103448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
408,"10599","Rumah Tinggi Ter","",1,3,0,2,0,1,1,0,2,0,0,0,0,0,0,0,10,0.100000,0.300000,0.000000,0.200000,0.000000,0.100000,0.100000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
409,"10651","Blk 116","",0,2,9,5,26,24,14,2,10,5,0,0,0,0,0,0,97,0.000000,0.020618,0.092783,0.051546,0.268041,0.247422,0.144329,0.020618,0.103092,0.051546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
410,"10659","Blk 1003","",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0.800000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411,"11009","Ghim Moh Ter","",3,10,8,4,4,3,2,2,2,2,3,0,0,0,0,0,43,0.069767,0.232558,0.186046,0.093023,0.093023,0.069767,0.046511,0.046511,0.046511,0.046511,0.069767,0.000000,0.000000,0.000000,0.000000,0.000000
412,"11019","Opp OG Fty","",0,2,0,12,18,11,2,7,7,6,3,0,0,0,0,0,68,0.000000,0.029411,0.000000,0.176470,0.264705,0.161764,0.029411,0.102941,0.102941,0.088235,0.044117,0.000000,0.000000,0.000000,0.000000,0.000000
413,"11021","Aft Queenstown NPC HQ","",3,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,10,0.300000,0.200000,0.200000,0.100000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
414,"11029","Blk 166","",5,2,2,14,33,22,3,3,1,3,0,0,0,0,0,0,88,0.056818,0.022727,0.022727,0.159090,0.375000,0.250000,0.034090,0.034090,0.011363,0.034090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
415,"11031","Opp Queen's Cl","",11,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,17,0.647058,0.176470,0.000000,0.000000,0.058823,0.058823,0.000000,0.058823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
416,"11039","Blk 19","",3,2,2,7,7,4,0,1,2,0,0,0,0,0,0,0,28,0.107142,0.071428,0.071428,0.250000,0.250000,0.142857,0.000000,0.035714,0.071428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
417,"11041","Aft C'wealth Dr","",3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0.500000,0.166666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166666,0.000000,0.166666,0.000000,0.000000,0.000000,0.000000,0.000000
